Issue_Key,Issue_Type,Reporter,Summary,Category,Problem_Category,Impact,Urgency,Priority,Close_Code,Status,Assigned_To,Parent_Incident,Description_(Workaround),Date_Created,Resolution_time_(in sec),Date_Resolved,Resolution
INC-0108761,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'D:' SQL Apps LOWER THAN THRESHOLD 10.0% (4083.00 MB),Hardware,Insufficient Disk Space,Minor / Localized,Low,Low,Solved (Work Around),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2021-03-19 17:40,155016,2021-03-21 12:43,Done
INC-0108782,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Database_Mirroring_Monitor_Job, Job id = 9FFC3C3E-F44B-421E-82AD-FCF65C0AFA88, run date = 20190319, runtime = 195500 for B",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-19 20:05,122,2021-03-19 20:07,Done
INC-0108783,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = LcsLog_Purge, Job id = F894B75B-4B7E-4F8E-81E5-1671F7EA4E90, run date = 20190319, runtime = 200000 for IALPMSPLSQL17> [Pol",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-19 20:12,4132,2021-03-19 21:20,Done
INC-0108784,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = LcsCDR_Purge, Job id = E32BDE92-AC92-4D8A-8CB2-662B7F998271, run date = 20190319, runtime = 200000 for IALPMSPLSQL17> [Pol",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-19 20:12,4130,2021-03-19 21:20,Done
INC-0108801,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Shrink_Log_FIle, Job id = 9D5A253F-AAF2-4FB0-9EE1-347FB9C17A56, run date = 20190319, runtime = 231600 for IALPMSPLREC01> [",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-19 23:50,4557,2021-03-20 01:05,Done
INC-0108803,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = AdHoc.Backup-FULL, Job id = FB3F3204-27AC-4A01-8082-FDBBA6914939, run date = 20190222, runtime = 171311 for IALPMSPLSQ01> ",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Work Around),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-19 23:52,132900,2021-03-21 12:47,Done
INC-0108809,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = QoEMetrics_Purge, Job id = E89D597D-E393-4792-86E4-5D149A5066D2, run date = 20190320, runtime = 10000 for IALPMSPLSQL17> [",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-20 01:18,4662,2021-03-20 02:35,Done
INC-0108915,[System] Incident,IA SRS Integration,ALERT-3030: Cannot connect to MS SQL Server IAFTMSPDSQ04. [Policy: ALERTMON-ALERT-3030-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Work Around),Closed,Unassigned,No Parent Incident,Restart database,2021-03-20 09:12,99419,2021-03-21 12:48,Done
INC-0109037,[System] Incident,IA SRS Integration,IALPMSPLSQL02\EBI_PP:ERRORLOG: 2019-03-20 11:04:32.18 spid51      ***Stack Dump being sent to D:\Program Files\Microsoft SQL Server\MSSQL12.EBI_PP\MSSQL\LOG\SQL,Hardware,Process Failure,Minor / Localized,Low,Low,Solved (Work Around),Closed,Unassigned,No Parent Incident,Check server and look for certain errors in error logs. Code fix. Optimize queries. Monitor server performance and update server if necessary,2021-03-20 11:22,91055,2021-03-21 12:39,Done
INC-0109187,[System] Incident,IA SRS Integration,ALERT-3230: Cannot connect to database zGIDW for IALDMSPLSQL05\BIDWSQL2014. [Policy: ALERTMON-ALERT-3230-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Work Around),Closed,Unassigned,No Parent Incident,Restart database,2021-03-20 14:59,77839,2021-03-21 12:36,Done
INC-0109279,[System] Incident,IA SRS Integration,IAFDMSPDSQ01:ERRORLOG: 2019-03-20 21:04:42.94 Server      ***Stack Dump being sent to C:\Program Files\Microsoft SQL Server\MSSQL10_50.MSSQLSERVER\MSSQL\LOG\SQL,Hardware,Process Failure,Minor / Localized,Low,Low,Solved (Work Around),Closed,Unassigned,No Parent Incident,Check server and look for certain errors in error logs. Code fix. Optimize queries. Monitor server performance and update server if necessary,2021-03-20 20:15,59481,2021-03-21 12:46,Done
INC-0109280,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Shrink_Job, Job id = C9AB6C46-CA85-414F-90AE-E87C099BB4DB, run date = 20190320, runtime = 201000 for IALPMSELSPS01> [Polic",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-20 20:16,4765,2021-03-20 21:35,Done
INC-0109304,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Shrink_Log_FIle, Job id = 9D5A253F-AAF2-4FB0-9EE1-347FB9C17A56, run date = 20190320, runtime = 231600 for IALPMSPLREC01> [",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-20 23:19,4626,2021-03-21 00:36,Done
INC-0109317,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'L:' LOGS LOWER THAN THRESHOLD 10.0% (25599.69 MB),Hardware,Insufficient Disk Space,Minor / Localized,Low,Low,Solved (Work Around),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2021-03-21 02:41,35723,2021-03-21 12:36,Done
INC-0109566,[System] Incident,IA SRS Integration,ALERT11-03: Unable to connect to one or more databases (IAFTMSPDSQ04) configured in file local.cfg located in ALERT directory.,Hardware,Connection Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Restart monitoring tool,2021-03-21 13:04,514116,2021-03-27 11:52,Done
INC-0109611,[System] Incident,IA SRS Integration,"spid20s     Error: 33206, Severity: 17, State: 1.   SQL Server Audit failed to create the audit file 'L:\Program Files\Microsoft SQL Server\MSSQL12.BIDWSQL2014\",Hardware,Audit Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check directory rights,2021-03-21 14:19,421517,2021-03-26 11:24,Done
INC-0109644,[System] Incident,IA SRS Integration,ALERT-3030: Cannot connect to MS SQL Server IAFTMSPDSQ04. [Policy: ALERTMON-ALERT-3030-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Not Solved (Not Reproducible),Closed,Unassigned,No Parent Incident,No action taken. For monitoring.,2021-03-21 14:51,322483,2021-03-25 08:25,Done
INC-0109730,[System] Incident,IA SRS Integration,IAFTMSPDSQ01:ERRORLOG: 2019-03-21 21:03:00.56 Server      ***Stack Dump being sent to C:\Program Files\Microsoft SQL Server\MSSQL10_50.MSSQLSERVER\MSSQL\LOG\SQL,Hardware,Process Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check server and look for certain errors in error logs. Code fix. Optimize queries. Monitor server performance and update server if necessary,2021-03-21 20:09,302814,2021-03-25 08:15,Done
INC-0109742,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Shrink_Log_FIle, Job id = 9D5A253F-AAF2-4FB0-9EE1-347FB9C17A56, run date = 20190321, runtime = 231600 for IALPMSPLREC01> [",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-21 23:33,4681,2021-03-22 00:51,Done
INC-0109748,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Database_Mirroring_Monitor_Job, Job id = 9FFC3C3E-F44B-421E-82AD-FCF65C0AFA88, run date = 20190322, runtime = 10900 for IA",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-22 01:12,4136,2021-03-22 02:20,Done
INC-0109757,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'L:' LOGS LOWER THAN THRESHOLD 10.0% (25599.69 MB),Hardware,Insufficient Disk Space,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2021-03-22 03:57,35141,2021-03-22 13:42,Done
INC-0109799,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'D:' Data LOWER THAN THRESHOLD 10.0% (7853.70 MB),Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2021-03-22 08:12,19558,2021-03-22 13:37,Done
INC-0110113,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'L:' LOGS LOWER THAN THRESHOLD 10.0% (25599.69 MB),Hardware,Insufficient Disk Space,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2021-03-22 16:04,329445,2021-03-26 11:34,Done
INC-0110135,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Database_Mirroring_Monitor_Job, Job id = 9FFC3C3E-F44B-421E-82AD-FCF65C0AFA88, run date = 20190322, runtime = 172500 for B",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-22 17:27,4137,2021-03-22 18:35,Done
INC-0110149,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = LcsCDR_Purge, Job id = E32BDE92-AC92-4D8A-8CB2-662B7F998271, run date = 20190322, runtime = 190000 for IALPMSPLSQL17> [Pol",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-22 19:12,4147,2021-03-22 20:21,Done
INC-0110173,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Shrink_Log_FIle, Job id = 9D5A253F-AAF2-4FB0-9EE1-347FB9C17A56, run date = 20190322, runtime = 231600 for IALPMSPLREC01> [",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-22 23:30,4810,2021-03-23 00:50,Done
INC-0110200,[System] Incident,IA SRS Integration,IAFDMSPDSQ03:ERRORLOG: 2019-03-23 07:41:33.37 Server      ***Stack Dump being sent to D:\Program Files\Microsoft SQL Server\MSSQL10_50.MSSQLSERVER\MSSQL\LOG\SQL,Hardware,Process Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check server and look for certain errors in error logs. Code fix. Optimize queries. Monitor server performance and update server if necessary,2021-03-23 06:44,276881,2021-03-26 11:38,Done
INC-0110206,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = User_BigDB_FULL_BK, Job id = 24A63081-6E29-49CC-A3E3-49D28523B64E, run date = 20190323, runtime = 30000 for IALPMSPLSQL02\",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-23 09:39,266589,2021-03-26 11:42,Done
INC-0110237,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Shrink_Job, Job id = C9AB6C46-CA85-414F-90AE-E87C099BB4DB, run date = 20190323, runtime = 213800 for IALPMSELSPS01> [Polic",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-23 21:57,222366,2021-03-26 11:43,Done
INC-0110244,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Shrink_Log_FIle, Job id = 9D5A253F-AAF2-4FB0-9EE1-347FB9C17A56, run date = 20190323, runtime = 231600 for IALPMSPLREC01> [",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-23 23:32,4638,2021-03-24 00:49,Done
INC-0110249,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = SharePoint.Backup_-_TL, Job id = 40809AA5-E273-4B26-8523-B71996F4E417, run date = 20190324, runtime = 1500 for IALPMSELSPS",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-24 00:37,123,2021-03-24 00:39,Done
INC-0110272,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Database_Mirroring_Monitor_Job, Job id = 9FFC3C3E-F44B-421E-82AD-FCF65C0AFA88, run date = 20190324, runtime = 55400 for IA",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-24 05:57,194049,2021-03-26 11:51,Done
INC-0110279,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'D:' Data LOWER THAN THRESHOLD 10.0% (30719.70 MB),Hardware,Insufficient Disk Space,Significant / Large,Medium,High,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2021-03-24 07:09,12596,2021-03-24 10:38,Done
INC-0110284,[System] Incident,IA SRS Integration,ALERT11-03: Unable to connect to one or more databases (IALDMSPLVMSQL08) configured in file local.cfg located in ALERT directory.,Hardware,Connection Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Restart monitoring tool,2021-03-24 08:30,185690,2021-03-26 12:04,Done
INC-0110300,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = QoEMetrics_Purge, Job id = E89D597D-E393-4792-86E4-5D149A5066D2, run date = 20190324, runtime = 140000 for IALPMSPLSQL17> ",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-24 14:12,14195,2021-03-24 18:08,Done
INC-0110301,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = LcsCDR_Purge, Job id = E32BDE92-AC92-4D8A-8CB2-662B7F998271, run date = 20190324, runtime = 140000 for IALPMSPLSQL17> [Pol",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-24 14:12,165308,2021-03-26 12:07,Done
INC-0110325,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Shrink_Log_FIle, Job id = 9D5A253F-AAF2-4FB0-9EE1-347FB9C17A56, run date = 20190324, runtime = 231600 for IALPMSPLREC01> [",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-24 23:34,4763,2021-03-25 00:53,Done
INC-0110415,[System] Incident,IA SRS Integration,ALERT-3030: Cannot connect to MS SQL Server IAFTMSPDSQ04. [Policy: ALERTMON-ALERT-3030-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Restart database,2021-03-25 08:58,217383,2021-03-27 21:21,Done
INC-0110577,[System] Incident,Tracy Backwall,Month end database folders,Inquiry / Help,User Inquiry,Minor / Localized,Low,Low,Solved (Work Around),Closed,Amar Amiin,No Parent Incident,Check user permissions and grant necessary rights. Check if system has enough disk space. Clear cache or unnecessary files. Ensure folder path is configured correctly. Configure path if necessary.,2021-03-25 12:09,831298,2021-04-04 03:03,Done
INC-0110719,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = QoEMetrics_Purge, Job id = E89D597D-E393-4792-86E4-5D149A5066D2, run date = 20190325, runtime = 160000 for IALPMSPLSQL17> ",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-25 16:16,6866,2021-03-25 18:10,Done
INC-0110754,[System] Incident,IA SRS Integration,ALERT40-19: Error opening cursor metric3240_90 [System.Data.SqlClient.SqlException: Timeout expired.  The timeout period elapsed prior to completion of the oper,Hardware,Session Timeout,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,"Check database status and look for specific errors. If none, further monitor and restart database.",2021-03-25 18:49,153,2021-03-25 18:51,Done
INC-0110764,[System] Incident,IA SRS Integration,ALERT-3230: Cannot connect to database UDB_AUS for IAFTMSPDSQ01\UDB. [Policy: ALERTMON-ALERT-3230-ARM],Hardware,Connection Failure,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Restart database,2021-03-25 20:23,56763,2021-03-26 12:09,Done
INC-0110787,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Shrink_Log_FIle, Job id = 9D5A253F-AAF2-4FB0-9EE1-347FB9C17A56, run date = 20190325, runtime = 231600 for IALPMSPLREC01> [",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-25 23:29,46493,2021-03-26 12:23,Done
INC-0110822,[System] Incident,IA SRS Integration,FREE DISK SPACE ON 'Z:' Backup LOWER THAN THRESHOLD 5.0% (13055.85 MB),Hardware,Insufficient Disk Space,Moderate / Limited,Low,Medium,Solved (Permanently),Closed,Unassigned,No Parent Incident,Increase disk space by 20% from original size,2021-03-26 06:14,104822,2021-03-27 11:21,Done
INC-0110827,[System] Incident,IA SRS Integration,ALERT9-17: Unable to stat file 'E:\MSSQL13.SFPROD\MSSQL\Log\ERRORLOG'. (No such file or directory),Hardware,Path Unavailable,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Check directory rights,2021-03-26 07:03,135800,2021-03-27 20:46,Done
INC-0111029,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Database_Mirroring_Monitor_Job, Job id = 9FFC3C3E-F44B-421E-82AD-FCF65C0AFA88, run date = 20190326, runtime = 115500 for B",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-26 11:57,85943,2021-03-27 11:49,Done
INC-0111233,[System] Incident,IA SRS Integration,ALERT40-19: Error opening cursor metric3240_90 [System.Data.SqlClient.SqlException: Timeout expired.  The timeout period elapsed prior to completion of the oper,Hardware,Session Timeout,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,"Check database status and look for specific errors. If none, further monitor and restart database.",2021-03-26 18:49,114049,2021-03-28 02:29,Done
INC-0111267,[System] Incident,IA SRS Integration,"ALERT-3277.2: Job failed.  Job name = Shrink_Log_FIle, Job id = 9D5A253F-AAF2-4FB0-9EE1-347FB9C17A56, run date = 20190326, runtime = 231600 for IALPMSPLREC01> [",Hardware,Job Failure,Minor / Localized,Low,Low,Solved (Permanently),Closed,Unassigned,No Parent Incident,Rerun Job,2021-03-26 23:22,4409,2021-03-27 00:35,Done
